,Year,State,Producer Type,Energy Source,Generators,Facilities,Nameplate Capacity (Megawatts),Summer Capacity (Megawatts)
38850,2015,US,Total Electric Power Industry,Coal,968,427,304789.80,279719.90
38851,2015,US,Total Electric Power Industry,Geothermal,197,66,3811.80,2541.50
38852,2015,US,Total Electric Power Industry,Hydroelectric,4020,1440,78956.90,79664.20
38853,2015,US,Total Electric Power Industry,Natural Gas,5774,1779,503936.90,439425.40
38854,2015,US,Total Electric Power Industry,Nuclear,99,62,103860.40,98672.00
38855,2015,US,Total Electric Power Industry,Other,117,83,2040.20,1795.60
38856,2015,US,Total Electric Power Industry,Other Biomass,1959,534,5880.60,5124.50
38857,2015,US,Total Electric Power Industry,Other Gases,100,45,2824.00,2500.40
38858,2015,US,Total Electric Power Industry,Petroleum,3550,1082,42321.30,36830.30
38859,2015,US,Total Electric Power Industry,Pumped Storage,156,41,21572.70,22575.10
38860,2015,US,Total Electric Power Industry,Solar Thermal and Photovoltaic,1652,1299,13758.30,13663.30
38861,2015,US,Total Electric Power Industry,Wind,1098,929,73393.20,72573.40
38862,2015,US,Total Electric Power Industry,Wood and Wood Derived Fuels,378,229,10219.10,8968.90
38864,2015,UT,Combined Heat and Power Electric Power,Other Biomass,1,1,1.6,1.4
38866,2015,UT,Commercial Power,Natural Gas,8,4,17.2,13.3
38867,2015,UT,Commercial Power,Other Biomass,3,1,2.3,2.2
38869,2015,UT,Electric Generators Electric Utilities,Coal,8,4,4754.00,4528.00
38870,2015,UT,Electric Generators Electric Utilities,Geothermal,2,1,44.8,34
38871,2015,UT,Electric Generators Electric Utilities,Hydroelectric,54,28,259.8,254.1
38872,2015,UT,Electric Generators Electric Utilities,Natural Gas,58,14,2917.70,2414.60
38873,2015,UT,Electric Generators Electric Utilities,Petroleum,11,3,29.3,27.8
38875,2015,UT,Electric Generators Independent Power Producers,Coal,1,1,58.1,51
38876,2015,UT,Electric Generators Independent Power Producers,Geothermal,3,2,39,39
38877,2015,UT,Electric Generators Independent Power Producers,Hydroelectric,1,1,2.3,2.3
38878,2015,UT,Electric Generators Independent Power Producers,Natural Gas,6,2,226.8,194.8
38879,2015,UT,Electric Generators Independent Power Producers,Other Biomass,8,3,11.2,10.6
38880,2015,UT,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,16,15,166.4,166.4
38881,2015,UT,Electric Generators Independent Power Producers,Wind,3,3,324.4,324.4
38883,2015,UT,Industrial Power,Coal,4,1,182,175
38884,2015,UT,Industrial Power,Natural Gas,6,3,79.4,57.9
38885,2015,UT,Industrial Power,Other,1,1,31.8,31.8
38887,2015,UT,Total Electric Power Industry,Coal,13,6,4994.10,4754.00
38888,2015,UT,Total Electric Power Industry,Geothermal,5,3,83.8,73
38889,2015,UT,Total Electric Power Industry,Hydroelectric,55,29,262.1,256.4
38890,2015,UT,Total Electric Power Industry,Natural Gas,78,23,3241.10,2680.60
38891,2015,UT,Total Electric Power Industry,Other,1,1,31.8,31.8
38892,2015,UT,Total Electric Power Industry,Other Biomass,12,5,15.1,14.2
38893,2015,UT,Total Electric Power Industry,Petroleum,11,3,29.3,27.8
38894,2015,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,16,15,166.4,166.4
38895,2015,UT,Total Electric Power Industry,Wind,3,3,324.4,324.4
38897,2015,VA,Combined Heat and Power Electric Power,Coal,6,2,344.4,282.6
38898,2015,VA,Combined Heat and Power Electric Power,Natural Gas,4,1,399,348.3
38900,2015,VA,Commercial Power,Coal,1,1,6.3,2.5
38901,2015,VA,Commercial Power,Other Biomass,7,3,91,77.5
38902,2015,VA,Commercial Power,Petroleum,2,2,3.8,4
38904,2015,VA,Electric Generators Electric Utilities,Coal,13,6,3858.70,3674.00
38905,2015,VA,Electric Generators Electric Utilities,Hydroelectric,48,15,798.8,844.6
38906,2015,VA,Electric Generators Electric Utilities,Natural Gas,54,15,8076.00,7410.00
38907,2015,VA,Electric Generators Electric Utilities,Nuclear,4,2,3654.40,3568.00
38908,2015,VA,Electric Generators Electric Utilities,Other Biomass,1,1,1.1,1
38909,2015,VA,Electric Generators Electric Utilities,Petroleum,89,30,2282.70,1953.50
38910,2015,VA,Electric Generators Electric Utilities,Pumped Storage,9,2,3109.30,3241.00
38911,2015,VA,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,5,4,303.3,236
38913,2015,VA,Electric Generators Independent Power Producers,Coal,3,2,373.1,354.8
38914,2015,VA,Electric Generators Independent Power Producers,Hydroelectric,19,7,19.9,18.9
38915,2015,VA,Electric Generators Independent Power Producers,Natural Gas,18,4,2258.10,2042.90
38916,2015,VA,Electric Generators Independent Power Producers,Other Biomass,332,20,261.3,232.8
38917,2015,VA,Electric Generators Independent Power Producers,Petroleum,84,5,462.5,385
38918,2015,VA,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,1,1,49.9,44.3
38920,2015,VA,Industrial Power,Coal,6,2,68.5,65.4
38921,2015,VA,Industrial Power,Hydroelectric,8,3,3.7,2.5
38922,2015,VA,Industrial Power,Natural Gas,9,5,109.2,92
38923,2015,VA,Industrial Power,Other Biomass,1,1,1.4,1.4
38924,2015,VA,Industrial Power,Petroleum,1,1,0.9,0.8
38925,2015,VA,Industrial Power,Wood and Wood Derived Fuels,10,5,308.6,297.8
38927,2015,VA,Total Electric Power Industry,Coal,29,13,4651.00,4379.30
38928,2015,VA,Total Electric Power Industry,Hydroelectric,75,25,822.4,866
38929,2015,VA,Total Electric Power Industry,Natural Gas,85,25,10842.30,9893.20
38930,2015,VA,Total Electric Power Industry,Nuclear,4,2,3654.40,3568.00
38931,2015,VA,Total Electric Power Industry,Other Biomass,341,25,354.8,312.7
38932,2015,VA,Total Electric Power Industry,Petroleum,176,38,2749.90,2343.30
38933,2015,VA,Total Electric Power Industry,Pumped Storage,9,2,3109.30,3241.00
38934,2015,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,16,10,661.8,578.1
38936,2015,VT,Commercial Power,Wood and Wood Derived Fuels,2,1,1.4,0.7
38938,2015,VT,Electric Generators Electric Utilities,Hydroelectric,72,33,124.5,115.2
38939,2015,VT,Electric Generators Electric Utilities,Petroleum,15,9,135.7,99.7
38940,2015,VT,Electric Generators Electric Utilities,Wind,2,2,71,70.2
38941,2015,VT,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,1,1,59.5,52
38943,2015,VT,Electric Generators Independent Power Producers,Hydroelectric,45,13,200.5,211.9
38944,2015,VT,Electric Generators Independent Power Producers,Other Biomass,2,1,3.2,3.2
38945,2015,VT,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,16,16,32.5,32.4
38946,2015,VT,Electric Generators Independent Power Producers,Wind,2,2,50,50
38947,2015,VT,Electric Generators Independent Power Producers,Wood and Wood Derived Fuels,1,1,21.5,20
38949,2015,VT,Total Electric Power Industry,Hydroelectric,117,46,325,327.1
38950,2015,VT,Total Electric Power Industry,Other Biomass,2,1,3.2,3.2
38951,2015,VT,Total Electric Power Industry,Petroleum,15,9,135.7,99.7
38952,2015,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,16,16,32.5,32.4
38953,2015,VT,Total Electric Power Industry,Wind,4,4,121,120.2
38954,2015,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,4,3,82.4,72.7
38956,2015,WA,Combined Heat and Power Electric Power,Natural Gas,3,1,139.8,120.2
38958,2015,WA,Commercial Power,Natural Gas,3,2,7.2,3
38959,2015,WA,Commercial Power,Other Biomass,2,1,4.6,4.6
38960,2015,WA,Commercial Power,Petroleum,7,3,12.8,12.7
38962,2015,WA,Electric Generators Electric Utilities,Hydroelectric,250,58,20989.40,21155.40
38963,2015,WA,Electric Generators Electric Utilities,Natural Gas,37,14,2998.90,2450.30
38964,2015,WA,Electric Generators Electric Utilities,Nuclear,1,1,1200.00,1158.00
38965,2015,WA,Electric Generators Electric Utilities,Other,1,1,1,1
38966,2015,WA,Electric Generators Electric Utilities,Other Biomass,8,1,36.5,36.5
38967,2015,WA,Electric Generators Electric Utilities,Petroleum,1,1,2.7,2.5
38968,2015,WA,Electric Generators Electric Utilities,Pumped Storage,6,1,314,314
38969,2015,WA,Electric Generators Electric Utilities,Solar Thermal and Photovoltaic,1,1,0.5,0.5
38970,2015,WA,Electric Generators Electric Utilities,Wind,12,9,1629.30,1624.60
38971,2015,WA,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,1,1,50.7,50
38973,2015,WA,Electric Generators Independent Power Producers,Coal,2,1,1459.80,1340.00
38974,2015,WA,Electric Generators Independent Power Producers,Hydroelectric,32,15,98.2,86.5
38975,2015,WA,Electric Generators Independent Power Producers,Natural Gas,5,2,968.3,879
38976,2015,WA,Electric Generators Independent Power Producers,Other Biomass,22,3,35.9,32.6
38977,2015,WA,Electric Generators Independent Power Producers,Wind,12,12,1448.50,1448.50
38979,2015,WA,Industrial Power,Hydroelectric,1,1,0.4,0.3
38980,2015,WA,Industrial Power,Wood and Wood Derived Fuels,19,11,345.9,282.3
38982,2015,WA,Total Electric Power Industry,Coal,2,1,1459.80,1340.00
38983,2015,WA,Total Electric Power Industry,Hydroelectric,283,74,21088.00,21242.20
38984,2015,WA,Total Electric Power Industry,Natural Gas,48,19,4114.20,3452.50
38985,2015,WA,Total Electric Power Industry,Nuclear,1,1,1200.00,1158.00
38986,2015,WA,Total Electric Power Industry,Other,1,1,1,1
38987,2015,WA,Total Electric Power Industry,Other Biomass,32,5,77,73.7
38988,2015,WA,Total Electric Power Industry,Petroleum,8,4,15.5,15.2
38989,2015,WA,Total Electric Power Industry,Pumped Storage,6,1,314,314
38990,2015,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,0.5,0.5
38991,2015,WA,Total Electric Power Industry,Wind,24,21,3077.80,3073.10
38992,2015,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,20,12,396.6,332.3
38994,2015,WI,Combined Heat and Power Electric Power,Natural Gas,2,1,283.5,261
38995,2015,WI,Combined Heat and Power Electric Power,Other Biomass,16,6,19.1,18.7
38997,2015,WI,Commercial Power,Natural Gas,4,3,29.2,19.2
38998,2015,WI,Commercial Power,Other Biomass,8,2,18.9,18.8
38999,2015,WI,Commercial Power,Petroleum,5,3,5.6,5.6
39001,2015,WI,Electric Generators Electric Utilities,Coal,21,11,7890.40,7220.10
39002,2015,WI,Electric Generators Electric Utilities,Hydroelectric,174,48,477.7,335.8
39003,2015,WI,Electric Generators Electric Utilities,Natural Gas,72,34,6313.60,5474.00
39004,2015,WI,Electric Generators Electric Utilities,Other Biomass,4,1,4,3.4
39005,2015,WI,Electric Generators Electric Utilities,Petroleum,89,26,760.7,631.1
39006,2015,WI,Electric Generators Electric Utilities,Wind,8,7,426.5,120.6
39007,2015,WI,Electric Generators Electric Utilities,Wood and Wood Derived Fuels,7,4,181.9,143
39009,2015,WI,Electric Generators Independent Power Producers,Hydroelectric,26,8,19.8,19.6
39010,2015,WI,Electric Generators Independent Power Producers,Natural Gas,3,1,561,471
39011,2015,WI,Electric Generators Independent Power Producers,Nuclear,2,1,1286.00,1196.00
39012,2015,WI,Electric Generators Independent Power Producers,Other Biomass,61,13,65.1,64
39013,2015,WI,Electric Generators Independent Power Producers,Petroleum,1,1,25,15
39014,2015,WI,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,1,1,1,1
39015,2015,WI,Electric Generators Independent Power Producers,Wind,5,4,208,207.8
39017,2015,WI,Industrial Power,Coal,9,4,173.7,152.6
39018,2015,WI,Industrial Power,Hydroelectric,44,9,29.6,27.6
39019,2015,WI,Industrial Power,Natural Gas,9,6,125.3,97.7
39020,2015,WI,Industrial Power,Other,3,1,20.8,21.1
39021,2015,WI,Industrial Power,Other Biomass,3,2,4.7,4.7
39022,2015,WI,Industrial Power,Petroleum,5,2,4.1,4.1
39023,2015,WI,Industrial Power,Wind,2,1,3,3
39024,2015,WI,Industrial Power,Wood and Wood Derived Fuels,9,5,143.7,132.5
39026,2015,WI,Total Electric Power Industry,Coal,30,15,8064.10,7372.70
39027,2015,WI,Total Electric Power Industry,Hydroelectric,244,65,527.1,383
39028,2015,WI,Total Electric Power Industry,Natural Gas,90,45,7312.60,6322.90
39029,2015,WI,Total Electric Power Industry,Nuclear,2,1,1286.00,1196.00
39030,2015,WI,Total Electric Power Industry,Other,3,1,20.8,21.1
39031,2015,WI,Total Electric Power Industry,Other Biomass,92,24,111.8,109.6
39032,2015,WI,Total Electric Power Industry,Petroleum,100,32,795.4,655.8
39033,2015,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,1,1
39034,2015,WI,Total Electric Power Industry,Wind,15,12,637.5,331.4
39035,2015,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,16,9,325.6,275.5
39037,2015,WV,Combined Heat and Power Electric Power,Coal,1,1,68.9,50
39039,2015,WV,Electric Generators Electric Utilities,Coal,16,7,11170.80,10840.00
39040,2015,WV,Electric Generators Electric Utilities,Hydroelectric,11,4,95.3,98.2
39041,2015,WV,Electric Generators Electric Utilities,Natural Gas,6,1,519,450
39042,2015,WV,Electric Generators Electric Utilities,Other,1,1,2,2
39043,2015,WV,Electric Generators Electric Utilities,Petroleum,1,1,18.5,11
39045,2015,WV,Electric Generators Independent Power Producers,Coal,4,3,2271.20,2068.00
39046,2015,WV,Electric Generators Independent Power Producers,Hydroelectric,12,5,123.1,99.3
39047,2015,WV,Electric Generators Independent Power Producers,Natural Gas,8,2,697.4,621.3
39048,2015,WV,Electric Generators Independent Power Producers,Other,2,2,63.5,63.5
39049,2015,WV,Electric Generators Independent Power Producers,Other Biomass,2,1,2.2,2.2
39050,2015,WV,Electric Generators Independent Power Producers,Wind,6,5,583.3,583.3
39052,2015,WV,Industrial Power,Coal,4,1,123,123
39053,2015,WV,Industrial Power,Hydroelectric,12,2,108.2,103
39055,2015,WV,Total Electric Power Industry,Coal,25,12,13633.90,13081.00
39056,2015,WV,Total Electric Power Industry,Hydroelectric,35,11,326.6,300.5
39057,2015,WV,Total Electric Power Industry,Natural Gas,14,3,1216.40,1071.30
39058,2015,WV,Total Electric Power Industry,Other,3,3,65.5,65.5
39059,2015,WV,Total Electric Power Industry,Other Biomass,2,1,2.2,2.2
39060,2015,WV,Total Electric Power Industry,Petroleum,1,1,18.5,11
39061,2015,WV,Total Electric Power Industry,Wind,6,5,583.3,583.3
39063,2015,WY,Electric Generators Electric Utilities,Coal,19,9,7093.10,6250.00
39064,2015,WY,Electric Generators Electric Utilities,Hydroelectric,31,15,300.5,304.5
39065,2015,WY,Electric Generators Electric Utilities,Natural Gas,15,6,287.5,244
39066,2015,WY,Electric Generators Electric Utilities,Petroleum,3,2,4.7,4.7
39067,2015,WY,Electric Generators Electric Utilities,Wind,18,8,667.2,641.5
39069,2015,WY,Electric Generators Independent Power Producers,Coal,1,1,90,85
39070,2015,WY,Electric Generators Independent Power Producers,Hydroelectric,1,1,2.9,2.6
39071,2015,WY,Electric Generators Independent Power Producers,Wind,12,12,765.8,765.8
39073,2015,WY,Industrial Power,Coal,8,2,71,75.1
39074,2015,WY,Industrial Power,Natural Gas,11,4,18.9,16.5
39075,2015,WY,Industrial Power,Other,1,1,11.5,11.5
39076,2015,WY,Industrial Power,Other Gases,7,3,111.7,110.1
39077,2015,WY,Industrial Power,Petroleum,1,1,1.1,1.1
39079,2015,WY,Total Electric Power Industry,Coal,28,12,7254.10,6410.10
39080,2015,WY,Total Electric Power Industry,Hydroelectric,32,16,303.4,307.1
39081,2015,WY,Total Electric Power Industry,Natural Gas,26,10,306.4,260.5
39082,2015,WY,Total Electric Power Industry,Other,1,1,11.5,11.5
39083,2015,WY,Total Electric Power Industry,Other Gases,7,3,111.7,110.1
39084,2015,WY,Total Electric Power Industry,Petroleum,4,3,5.8,5.8
39085,2015,WY,Total Electric Power Industry,Wind,30,20,1433.00,1407.30
39087,2016,AK,Combined Heat and Power Electric Power,Coal,3,1,27.5,25.7
39089,2016,AK,Commercial Power,Coal,8,2,38,29.1
39090,2016,AK,Commercial Power,Hydroelectric,4,2,45.2,45.2
39091,2016,AK,Commercial Power,Other Biomass,5,1,11.5,7
39092,2016,AK,Commercial Power,Petroleum,10,3,25.5,24.4
39094,2016,AK,Electric Generators Electric Utilities,Coal,6,2,110,99
39095,2016,AK,Electric Generators Electric Utilities,Hydroelectric,59,30,430,425.2
39096,2016,AK,Electric Generators Electric Utilities,Natural Gas,54,13,1400.40,1259.60
39097,2016,AK,Electric Generators Electric Utilities,Other,3,3,45,45
39098,2016,AK,Electric Generators Electric Utilities,Petroleum,336,92,771.4,678.6
39099,2016,AK,Electric Generators Electric Utilities,Wind,25,4,40.7,40.7
39101,2016,AK,Electric Generators Independent Power Producers,Wind,4,2,19.9,19.9
39103,2016,AK,Industrial Power,Natural Gas,7,2,21.1,20.9
39104,2016,AK,Industrial Power,Petroleum,11,2,24.1,22.1
39106,2016,AK,Total Electric Power Industry,Coal,17,5,175.5,153.8
39107,2016,AK,Total Electric Power Industry,Hydroelectric,63,32,475.2,470.4
39108,2016,AK,Total Electric Power Industry,Natural Gas,61,15,1421.50,1280.50
39109,2016,AK,Total Electric Power Industry,Other,3,3,45,45
39110,2016,AK,Total Electric Power Industry,Other Biomass,5,1,11.5,7
39111,2016,AK,Total Electric Power Industry,Petroleum,357,97,821,725.1
39112,2016,AK,Total Electric Power Industry,Wind,29,6,60.6,60.6
39114,2016,AL,Combined Heat and Power Electric Power,Natural Gas,4,1,900,749
39115,2016,AL,Combined Heat and Power Electric Power,Wood and Wood Derived Fuels,2,1,96.7,89.3
39117,2016,AL,Electric Generators Electric Utilities,Coal,13,5,6671.20,6283.40
39118,2016,AL,Electric Generators Electric Utilities,Hydroelectric,89,21,3106.70,3042.30
39119,2016,AL,Electric Generators Electric Utilities,Natural Gas,53,11,6305.70,5700.90
39120,2016,AL,Electric Generators Electric Utilities,Nuclear,5,2,5270.40,5060.40
39121,2016,AL,Electric Generators Electric Utilities,Petroleum,7,3,39.2,33.6
39123,2016,AL,Electric Generators Independent Power Producers,Natural Gas,38,9,8022.40,7311.00
39124,2016,AL,Electric Generators Independent Power Producers,Other Biomass,5,2,6.4,6.4
39125,2016,AL,Electric Generators Independent Power Producers,Petroleum,7,1,8.6,9
39126,2016,AL,Electric Generators Independent Power Producers,Solar Thermal and Photovoltaic,1,1,75,75
39128,2016,AL,Industrial Power,Natural Gas,10,6,126.1,121
39129,2016,AL,Industrial Power,Other Gases,3,2,28.8,19.8
39130,2016,AL,Industrial Power,Wood and Wood Derived Fuels,20,11,621.7,576.2
39132,2016,AL,Total Electric Power Industry,Coal,13,5,6671.20,6283.40
39133,2016,AL,Total Electric Power Industry,Hydroelectric,89,21,3106.70,3042.30
39134,2016,AL,Total Electric Power Industry,Natural Gas,105,27,15354.20,13881.90
39135,2016,AL,Total Electric Power Industry,Nuclear,5,2,5270.40,5060.40
39136,2016,AL,Total Electric Power Industry,Other Biomass,5,2,6.4,6.4
39137,2016,AL,Total Electric Power Industry,Other Gases,3,2,28.8,19.8
39138,2016,AL,Total Electric Power Industry,Petroleum,14,4,47.8,42.6
39139,2016,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,1,1,75,75
